Date,Temperature,Min_temp,Max_temp,Rain,Wind_speed,Wind_dir,Humidity,PM10,PM25,Range
2013년 5월 8일,19.4,12.7,26.2,0.0,2.7,270.0,33.6,57,27,1
2013년 5월 9일,18.1,14.7,23.0,2.5,2.1,270.0,55.3,61,40,1
2013년 5월 10일,14.0,10.4,16.1,22.0,3.6,230.0,89.3,40,27,1
2013년 5월 11일,17.9,11.0,24.8,0.0,3.5,230.0,55.5,82,43,2
2013년 5월 12일,19.1,16.4,22.5,1.0,4.0,230.0,61.3,114,66,2
2013년 5월 13일,21.6,17.7,26.8,0.0,3.5,230.0,45.0,71,38,1
2013년 5월 14일,20.2,17.0,25.3,0.0,2.9,270.0,46.9,62,36,1
2013년 5월 15일,19.4,15.6,24.4,0.0,3.3,270.0,57.0,55,23,1
2013년 5월 16일,22.0,15.3,28.3,0.0,4.2,70.0,33.3,26,13,0
2013년 5월 17일,20.2,15.7,26.6,0.0,3.0,270.0,36.6,35,17,1
2013년 5월 18일,17.7,13.7,22.3,14.5,2.2,270.0,62.8,43,28,1
2013년 5월 19일,16.6,13.6,21.5,19.5,3.1,70.0,80.9,23,17,0
2013년 5월 20일,14.4,12.1,18.5,0.0,3.2,230.0,76.0,65,35,1
2013년 5월 21일,17.7,10.2,24.6,0.0,2.0,290.0,43.3,38,17,1
2013년 5월 22일,19.7,13.9,25.9,0.0,2.0,50.0,49.4,92,49,2
2013년 5월 23일,22.1,15.4,30.2,0.0,2.1,270.0,59.3,134,79,2
2013년 5월 24일,21.3,15.7,27.5,0.0,2.6,270.0,58.9,84,46,2
2013년 5월 25일,24.7,18.2,31.8,0.0,2.0,270.0,49.6,92,45,2
2013년 5월 26일,23.9,20.8,28.4,0.0,2.5,270.0,45.9,63,35,1
2013년 5월 27일,19.7,17.7,22.6,56.5,3.5,70.0,80.4,11,10,0
2013년 5월 28일,18.9,17.6,20.9,11.5,2.8,70.0,89.1,28,20,0
2013년 5월 29일,16.1,14.9,18.1,2.5,3.0,230.0,87.8,57,31,1
2013년 5월 30일,19.2,14.3,25.0,0.0,2.7,230.0,57.9,57,27,1
2013년 5월 31일,21.3,13.9,27.8,0.0,2.2,270.0,46.6,73,48,1
2013년 6월 1일,21.7,17.4,27.9,0.0,2.2,270.0,44.3,57,23,1
2013년 6월 2일,23.5,16.3,30.8,0.0,2.0,50.0,48.6,59,36,1
2013년 6월 3일,21.3,18.4,26.7,0.0,2.9,250.0,59.0,41,24,1
2013년 6월 4일,22.8,17.5,28.4,0.2,2.0,290.0,54.3,38,24,1
2013년 6월 5일,24.8,19.1,30.4,0.0,2.0,270.0,51.8,56,33,1
2013년 6월 6일,25.0,21.7,30.0,0.0,2.1,270.0,55.9,40,22,1
2013년 6월 7일,25.7,20.7,31.1,0.0,2.2,270.0,50.9,30,17,0
2013년 6월 8일,26.4,21.0,31.2,0.0,1.9,270.0,48.5,83,54,2
2013년 6월 9일,27.4,22.3,32.4,0.0,2.2,70.0,38.3,37,21,1
2013년 6월 10일,27.5,21.6,32.2,0.0,2.3,160.0,35.5,39,23,1
2013년 6월 11일,23.7,20.5,26.7,7.0,2.6,70.0,57.9,20,13,0
2013년 6월 12일,20.5,19.6,22.5,6.5,2.2,270.0,85.4,17,11,0
2013년 6월 13일,23.0,18.8,27.5,0.0,1.9,270.0,70.5,62,35,1
2013년 6월 14일,24.6,20.9,29.7,0.0,2.3,270.0,62.3,56,40,1
2013년 6월 15일,24.6,21.3,29.1,0.0,2.6,290.0,58.4,26,16,0
2013년 6월 16일,22.5,19.8,27.5,0.0,2.8,270.0,69.8,17,12,0
2013년 6월 17일,22.3,19.9,25.8,0.5,2.2,270.0,76.8,30,19,0
2013년 6월 18일,21.7,20.5,23.1,12.0,1.9,50.0,90.1,27,18,0
2013년 6월 19일,24.3,20.6,29.6,0.1,1.6,270.0,71.1,47,44,1
2013년 6월 20일,25.8,20.9,31.1,0.0,1.8,270.0,58.5,40,23,1
2013년 6월 21일,26.6,22.9,31.8,0.0,1.9,20.0,57.5,45,26,1
2013년 6월 22일,25.1,22.7,29.6,0.0,2.5,70.0,63.9,68,41,1
2013년 6월 23일,22.9,20.6,26.2,0.3,3.2,230.0,69.6,40,27,1
2013년 6월 24일,23.5,19.6,29.4,0.0,2.3,270.0,66.6,48,30,1
2013년 6월 25일,25.1,21.0,29.8,0.0,2.1,270.0,58.6,39,26,1
2013년 6월 26일,24.5,21.1,29.7,0.0,2.6,270.0,59.8,31,22,1
2013년 6월 27일,25.1,20.4,31.8,0.0,2.5,250.0,63.1,52,35,1
2013년 6월 28일,25.5,21.5,30.6,1.5,2.3,250.0,61.1,25,14,0
2013년 6월 29일,27.2,21.8,32.6,0.0,1.8,20.0,54.8,47,28,1
2013년 6월 30일,27.7,23.4,31.9,0.2,2.0,270.0,60.4,54,35,1
2013년 7월 1일,27.1,23.9,31.3,0.0,2.7,270.0,58.4,48,28,1
2013년 7월 2일,24.3,21.5,27.9,51.5,4.6,230.0,82.5,57,35,1
2013년 7월 3일,25.2,20.5,30.7,0.0,3.8,230.0,69.1,25,18,0
2013년 7월 4일,24.9,23.1,27.6,32.5,3.5,230.0,84.3,24,16,0
2013년 7월 5일,25.6,22.1,30.2,1.0,2.7,290.0,73.4,52,34,1
2013년 7월 6일,25.2,21.6,30.6,0.0,2.7,270.0,73.0,56,37,1
2013년 7월 7일,24.9,22.4,29.5,3.0,1.8,200.0,78.8,18,13,0
2013년 7월 8일,24.3,22.3,26.3,68.0,3.5,200.0,88.6,32,39,1
2013년 7월 9일,24.5,23.5,26.2,6.5,3.2,230.0,87.3,30,17,0
2013년 7월 10일,25.3,24.6,26.1,1.0,3.9,230.0,82.8,32,17,1
2013년 7월 11일,24.6,23.8,25.1,14.0,4.1,230.0,86.0,35,21,1
2013년 7월 12일,23.6,23.2,24.3,74.0,4.9,230.0,88.4,31,18,1
2013년 7월 13일,24.2,22.2,25.6,165.0,1.7,230.0,90.1,24,13,0
2013년 7월 14일,24.1,23.1,25.4,23.0,3.7,230.0,90.9,18,9,0
2013년 7월 15일,26.5,23.6,29.1,3.5,3.5,230.0,80.1,21,7,0
2013년 7월 16일,26.9,25.2,28.8,1.5,4.5,200.0,70.4,19,9,0
2013년 7월 17일,24.2,23.5,25.7,18.5,3.7,230.0,89.1,13,13,0
2013년 7월 18일,25.1,23.8,27.7,26.5,1.9,200.0,85.6,23,13,0
2013년 7월 19일,26.8,23.3,30.5,0.0,3.2,200.0,72.0,16,12,0
2013년 7월 20일,27.0,25.3,30.3,1.0,4.2,200.0,72.4,20,9,0
2013년 7월 21일,26.8,25.6,28.4,0.5,4.8,230.0,78.8,35,21,1
2013년 7월 22일,26.4,24.1,29.4,84.5,3.1,230.0,81.0,24,15,0
2013년 7월 23일,25.7,24.7,26.4,56.5,3.8,200.0,87.3,53,35,1
2013년 7월 24일,24.7,23.2,27.6,11.5,4.6,230.0,79.0,53,34,1
2013년 7월 25일,26.0,22.9,30.2,0.0,3.7,230.0,71.8,105,70,2
2013년 7월 26일,26.5,23.1,31.1,0.0,2.9,290.0,70.9,70,46,1
2013년 7월 27일,26.2,23.1,31.2,0.2,2.2,230.0,67.8,32,21,1
2013년 7월 28일,25.3,23.9,26.7,11.0,2.1,50.0,85.5,59,35,1
2013년 7월 29일,26.5,24.4,29.6,3.5,3.4,250.0,82.3,58,41,1
2013년 7월 30일,26.3,24.0,29.9,9.5,2.2,110.0,73.9,36,21,1
2013년 7월 31일,26.4,24.7,29.0,8.5,3.3,230.0,75.4,36,23,1
2013년 8월 1일,28.0,24.5,32.1,0.0,1.7,50.0,67.3,44,29,1
2013년 8월 2일,27.4,25.2,29.3,7.5,2.0,50.0,80.4,33,22,1
2013년 8월 3일,28.9,26.7,32.6,0.1,3.7,230.0,72.3,14,8,0
2013년 8월 4일,28.3,26.4,31.3,4.5,2.4,250.0,76.4,81,60,2
2013년 8월 5일,27.7,26.4,30.1,7.0,3.2,230.0,78.9,60,37,1
2013년 8월 6일,26.4,23.0,27.6,45.0,2.4,70.0,80.8,24,12,0
2013년 8월 7일,28.7,25.0,32.1,0.0,2.3,50.0,73.8,63,43,1
2013년 8월 8일,29.3,27.3,32.8,0.0,3.7,200.0,73.5,62,39,1
2013년 8월 9일,29.2,27.9,30.8,0.0,4.1,230.0,79.9,96,64,2
2013년 8월 10일,28.0,25.8,29.4,2.0,2.4,250.0,82.4,51,35,1
2013년 8월 11일,28.7,24.2,33.2,0.0,2.1,70.0,71.8,53,33,1
2013년 8월 12일,29.3,27.1,32.6,0.0,2.8,290.0,69.8,26,15,0
2013년 8월 13일,29.0,26.6,32.9,0.0,2.9,200.0,65.6,20,12,0
2013년 8월 14일,28.6,26.2,32.0,0.0,2.5,270.0,67.1,20,12,0
2013년 8월 15일,28.7,25.8,32.4,0.0,3.1,230.0,71.5,19,10,0
2013년 8월 16일,28.7,26.1,31.7,4.5,3.7,230.0,71.8,14,10,0
2013년 8월 17일,28.7,27.1,31.6,0.0,4.8,230.0,69.6,32,21,1
2013년 8월 18일,28.3,26.0,31.5,13.0,4.1,230.0,72.8,36,24,1
2013년 8월 19일,28.2,25.7,32.3,6.0,2.6,270.0,68.9,33,19,1
2013년 8월 20일,27.4,23.0,32.3,0.0,1.7,50.0,62.0,33,19,1
2013년 8월 21일,28.8,24.2,33.9,0.0,2.4,70.0,54.9,45,30,1
2013년 8월 22일,29.3,26.3,32.3,0.0,2.3,270.0,58.6,31,21,1
2013년 8월 23일,25.7,23.7,28.7,35.0,2.4,270.0,78.9,23,16,0
2013년 8월 24일,26.6,21.9,31.5,0.0,1.8,290.0,60.4,42,24,1
2013년 8월 25일,27.1,22.0,32.1,0.0,1.6,70.0,52.3,26,14,0
2013년 8월 26일,27.0,22.8,31.6,0.0,2.4,270.0,52.3,38,19,1
2013년 8월 27일,25.6,22.5,29.3,0.0,2.6,290.0,61.6,63,39,1
2013년 8월 28일,26.4,22.7,30.8,0.0,2.7,200.0,59.4,70,43,1
2013년 8월 29일,25.5,24.5,26.7,21.5,4.2,230.0,79.1,75,50,1
2013년 8월 30일,25.1,22.3,28.3,0.0,3.3,270.0,69.6,26,16,0
2013년 8월 31일,24.0,21.1,27.9,2.5,2.1,270.0,65.8,21,10,0
2013년 9월 1일,23.5,19.8,28.2,0.0,2.0,270.0,54.6,19,9,0
2013년 9월 2일,22.4,17.3,26.9,0.0,2.1,290.0,49.9,26,13,0
2013년 9월 3일,21.7,16.4,26.8,0.0,2.0,290.0,43.5,19,9,0
2013년 9월 4일,22.0,16.4,27.5,0.0,2.2,70.0,46.5,17,11,0
2013년 9월 5일,21.2,17.9,24.1,0.0,2.7,70.0,52.9,26,12,0
2013년 9월 6일,20.8,19.0,23.1,0.0,2.3,140.0,59.6,10,7,0
2013년 9월 7일,21.9,17.9,26.9,0.0,2.1,50.0,61.8,25,17,0
2013년 9월 8일,22.9,18.4,27.9,0.0,1.7,290.0,63.4,52,34,1
2013년 9월 9일,23.0,19.8,26.5,0.0,1.8,50.0,67.0,78,53,1
2013년 9월 10일,22.0,19.1,25.2,11.5,1.7,50.0,76.3,54,42,1
2013년 9월 11일,20.1,19.1,20.9,36.5,2.3,70.0,90.6,20,14,0
2013년 9월 12일,23.0,20.3,26.3,0.5,1.6,230.0,80.4,54,35,1
2013년 9월 13일,22.9,20.9,25.2,50.0,2.4,230.0,87.5,33,16,1
2013년 9월 14일,23.1,21.5,25.3,11.5,1.9,270.0,81.1,20,12,0
2013년 9월 15일,23.4,20.3,28.2,0.0,2.0,290.0,59.5,23,10,0
2013년 9월 16일,20.9,15.2,27.0,0.0,2.1,290.0,49.3,22,11,0
2013년 9월 17일,22.6,17.0,29.3,0.0,1.5,50.0,48.4,38,19,1
2013년 9월 18일,24.4,17.5,31.1,0.0,1.6,70.0,54.0,55,33,1
2013년 9월 19일,24.7,20.5,30.2,0.0,2.7,70.0,56.0,53,32,1
2013년 9월 20일,23.4,20.1,28.0,0.0,1.9,270.0,71.5,29,15,0
2013년 9월 21일,23.8,19.9,27.8,0.0,1.7,70.0,66.9,41,23,1
2013년 9월 22일,23.1,20.4,27.2,0.0,4.2,70.0,54.9,17,7,0
2013년 9월 23일,23.8,18.6,29.0,0.0,2.5,70.0,55.6,48,28,1
2013년 9월 24일,22.0,20.0,23.9,4.5,2.9,200.0,81.8,18,10,0
2013년 9월 25일,19.5,15.3,24.2,0.0,3.4,270.0,57.3,20,8,0
2013년 9월 26일,17.3,12.7,22.5,0.0,2.6,290.0,36.9,27,12,0
2013년 9월 27일,17.9,10.9,24.0,0.0,1.8,50.0,50.9,45,24,1
2013년 9월 28일,17.4,15.2,19.9,4.0,2.2,70.0,70.6,43,28,1
2013년 9월 29일,17.2,14.7,19.7,19.0,2.7,70.0,86.1,14,9,0
2013년 9월 30일,20.7,18.0,25.5,1.0,2.5,70.0,71.8,18,9,0
2013년 10월 1일,21.6,17.2,27.2,0.0,2.3,70.0,66.8,36,19,1
2013년 10월 2일,19.4,15.0,22.8,0.0,3.2,270.0,58.6,32,8,1
2013년 10월 3일,16.3,11.0,21.3,0.0,2.4,290.0,49.1,26,14,0
2013년 10월 4일,17.4,10.7,25.1,0.0,1.7,50.0,54.6,37,21,1
2013년 10월 5일,20.0,12.6,28.1,0.0,1.9,70.0,48.0,30,14,0
2013년 10월 6일,20.8,15.4,25.7,0.0,4.0,70.0,53.5,11,7,0
2013년 10월 7일,22.8,19.8,26.9,0.0,2.5,70.0,65.9,28,14,0
2013년 10월 8일,20.0,18.0,21.8,3.0,2.3,70.0,83.4,8,6,0
2013년 10월 9일,20.5,15.5,26.4,0.0,1.9,270.0,63.9,31,17,1
2013년 10월 10일,21.1,15.9,26.4,0.0,2.2,230.0,71.0,40,23,1
2013년 10월 11일,18.1,14.1,20.7,6.5,5.0,270.0,57.5,19,8,0
2013년 10월 12일,16.4,11.0,21.5,0.0,2.7,270.0,53.8,31,13,1
2013년 10월 13일,17.3,12.2,23.4,0.0,1.5,50.0,62.0,41,24,1
2013년 10월 14일,18.3,13.3,24.4,0.0,2.4,70.0,63.6,38,20,1
2013년 10월 15일,12.0,7.7,17.4,3.5,2.9,50.0,79.4,7,5,0
2013년 10월 16일,11.2,6.1,16.8,0.0,1.8,20.0,53.1,24,12,0
2013년 10월 17일,12.4,6.8,18.9,0.0,1.8,70.0,55.5,37,18,1
2013년 10월 18일,13.6,8.1,20.2,0.0,1.8,50.0,54.8,35,17,1
2013년 10월 19일,14.6,9.8,19.5,0.0,2.2,70.0,59.1,22,13,0
2013년 10월 20일,16.7,11.7,22.9,0.0,2.3,70.0,60.1,26,16,0
2013년 10월 21일,16.2,12.0,22.2,0.0,2.8,70.0,50.3,15,7,0
2013년 10월 22일,15.9,11.3,21.7,0.0,3.8,70.0,46.1,16,9,0
2013년 10월 23일,16.2,12.2,22.1,0.0,2.9,70.0,49.1,29,15,0
2013년 10월 24일,13.1,7.8,18.5,0.0,3.2,290.0,50.8,60,16,1
2013년 10월 25일,9.3,5.3,14.5,0.0,3.8,290.0,41.9,59,25,1
2013년 10월 26일,10.0,4.3,15.7,0.0,1.9,290.0,50.5,45,25,1
2013년 10월 27일,11.4,5.1,18.0,0.0,2.0,50.0,56.3,41,26,1
2013년 10월 28일,11.6,6.7,16.7,0.0,1.4,50.0,65.5,74,43,1
2013년 10월 29일,12.7,9.5,16.5,0.5,2.6,50.0,71.3,58,40,1
2013년 10월 30일,10.5,6.4,16.2,0.0,2.0,270.0,58.9,32,16,1
2013년 10월 31일,11.7,5.5,18.8,0.0,1.7,20.0,54.9,43,22,1
2013년 11월 1일,14.8,8.6,20.7,0.0,1.5,70.0,50.8,68,39,1
2013년 11월 2일,11.6,8.6,14.9,7.5,1.6,50.0,79.8,35,22,1
2013년 11월 3일,11.9,7.8,16.7,0.0,1.7,50.0,80.3,79,50,1
2013년 11월 4일,12.6,9.2,17.6,0.0,1.8,290.0,70.3,54,32,1
2013년 11월 5일,12.3,7.5,18.5,0.0,1.8,50.0,64.3,61,38,1
2013년 11월 6일,12.2,9.0,15.9,1.0,2.3,50.0,77.5,49,32,1
2013년 11월 7일,12.2,7.5,15.8,0.1,4.0,270.0,52.9,27,11,0
2013년 11월 8일,9.0,4.0,14.5,0.0,1.6,70.0,43.4,33,18,1
2013년 11월 9일,11.6,9.2,15.5,5.5,2.4,70.0,62.1,28,18,0
2013년 11월 10일,5.5,2.1,10.4,0.0,4.3,290.0,45.3,18,8,0
2013년 11월 11일,2.6,-1.4,7.5,0.0,2.8,270.0,32.9,36,16,1
2013년 11월 12일,3.4,-1.1,8.5,0.0,2.7,290.0,36.1,24,13,0
2013년 11월 13일,4.8,-0.9,11.4,0.0,1.7,290.0,43.5,44,24,1
2013년 11월 14일,6.7,3.1,9.9,1.0,1.9,50.0,55.1,52,29,1
2013년 11월 15일,8.2,5.8,12.4,2.0,1.8,50.0,78.3,100,54,2
2013년 11월 16일,7.0,2.4,12.0,2.0,2.6,50.0,72.0,77,47,1
2013년 11월 17일,5.2,2.2,7.6,1.0,4.2,270.0,58.1,13,7,0
2013년 11월 18일,1.1,-1.5,4.2,0.0,5.2,270.0,53.6,17,10,0
2013년 11월 19일,1.1,-1.7,3.8,0.0,4.4,270.0,53.9,22,11,0
2013년 11월 20일,1.5,-1.9,5.9,0.0,3.2,270.0,38.8,31,15,1
2013년 11월 21일,2.6,-1.4,7.3,0.0,2.4,270.0,48.8,27,16,0
2013년 11월 22일,4.6,-0.7,10.5,0.0,1.9,270.0,57.9,89,52,2
2013년 11월 23일,7.1,2.2,12.5,0.0,1.7,50.0,64.6,100,54,2
2013년 11월 24일,7.3,4.4,10.6,14.0,3.5,70.0,74.3,59,36,1
2013년 11월 25일,4.7,-0.1,10.2,9.5,6.1,270.0,64.6,19,6,0
2013년 11월 26일,2.1,-2.4,5.8,1.5,2.5,250.0,60.9,27,18,0
2013년 11월 27일,0.0,-4.3,4.7,1.7,3.4,290.0,66.8,14,8,0
2013년 11월 28일,-3.8,-6.4,-0.9,0.0,2.9,270.0,48.9,50,12,1
2013년 11월 29일,-0.7,-5.4,4.8,0.0,1.8,290.0,52.9,42,16,1
2013년 11월 30일,5.3,-1.1,10.6,0.0,2.4,50.0,56.9,64,33,1
2013년 12월 1일,4.5,1.4,8.6,0.0,2.1,270.0,66.9,37,19,1
2013년 12월 2일,3.9,0.1,6.6,0.0,1.4,20.0,64.3,91,49,2
2013년 12월 3일,6.7,4.5,9.9,0.0,1.6,270.0,62.6,77,43,1
2013년 12월 4일,5.5,2.1,9.6,0.0,1.8,50.0,72.8,134,80,2
2013년 12월 5일,5.5,2.1,9.0,0.0,2.4,20.0,73.4,130,73,2
2013년 12월 6일,3.0,-0.7,7.0,0.0,2.7,290.0,42.6,24,11,0
2013년 12월 7일,6.2,3.8,11.0,0.1,1.9,230.0,60.8,38,20,1
2013년 12월 8일,4.2,2.5,6.5,0.0,2.8,70.0,75.3,49,30,1
2013년 12월 9일,3.8,1.9,5.2,14.0,3.1,70.0,83.1,20,16,0
2013년 12월 10일,0.3,-2.2,3.5,0.0,3.2,270.0,56.1,33,20,1
2013년 12월 11일,-1.7,-4.3,0.2,2.6,3.9,270.0,64.1,27,17,0
2013년 12월 12일,-3.2,-6.3,0.3,4.1,2.7,290.0,69.9,27,20,0
2013년 12월 13일,-6.8,-8.9,-4.3,0.0,2.4,290.0,47.5,30,13,0
2013년 12월 14일,-4.9,-8.5,-1.4,1.1,1.5,20.0,65.4,26,14,0
2013년 12월 15일,-4.4,-8.0,0.7,0.0,1.9,270.0,48.1,41,24,1
2013년 12월 16일,-3.6,-7.3,0.5,0.0,1.8,20.0,52.6,71,48,1
2013년 12월 17일,-0.3,-5.5,4.7,0.0,1.5,70.0,52.4,66,43,1
2013년 12월 18일,2.2,-0.9,6.5,0.8,2.4,270.0,65.1,28,20,0
2013년 12월 19일,-3.5,-6.5,-0.9,0.3,4.0,270.0,60.6,26,16,0
2013년 12월 20일,-4.0,-8.1,-0.1,0.0,2.6,270.0,56.3,75,47,1
2013년 12월 21일,-3.1,-6.3,0.9,0.0,1.8,290.0,56.4,55,33,1
2013년 12월 22일,-2.1,-6.8,3.1,0.0,1.9,50.0,57.5,29,16,0
2013년 12월 23일,-1.1,-3.7,2.3,0.0,2.2,290.0,57.1,43,25,1
2013년 12월 24일,-1.6,-5.9,4.0,0.0,1.7,50.0,58.0,95,58,2
2013년 12월 25일,-0.5,-4.4,3.7,0.0,1.8,50.0,60.4,77,52,1
2013년 12월 26일,-0.5,-4.0,2.7,1.6,2.6,20.0,67.8,53,30,1
2013년 12월 27일,-6.8,-9.3,-3.7,0.0,3.4,290.0,49.5,24,13,0
2013년 12월 28일,-6.5,-9.8,-2.7,0.0,2.5,270.0,44.1,19,11,0
2013년 12월 29일,-2.9,-8.0,1.6,0.1,2.1,230.0,59.8,31,22,1
2013년 12월 30일,2.2,-1.9,6.3,0.0,2.9,230.0,55.4,91,44,2
2013년 12월 31일,3.8,0.5,8.0,0.0,3.6,230.0,58.8,127,52,2
2014년 1월 1일,4.0,0.3,7.9,0.0,3.7,270.0,51.3,122,26,2
2014년 1월 2일,1.5,-1.3,6.2,0.0,2.0,290.0,35.4,50,24,1
2014년 1월 3일,2.3,-1.1,7.3,0.0,2.5,50.0,54.4,74,33,1
2014년 1월 4일,-0.1,-3.7,5.6,0.0,2.4,270.0,47.1,38,19,1
2014년 1월 5일,-0.8,-4.3,3.8,0.0,1.9,270.0,48.4,36,20,1
2014년 1월 6일,0.8,-3.7,6.4,0.0,1.6,50.0,50.4,105,58,2
2014년 1월 7일,3.0,0.3,5.5,0.0,1.7,20.0,56.0,88,51,2
2014년 1월 8일,0.5,-5.7,4.0,0.0,3.3,290.0,56.6,32,13,1
2014년 1월 9일,-7.8,-10.4,-4.3,0.0,3.6,290.0,26.3,17,7,0
2014년 1월 10일,-4.7,-9.3,-0.9,0.0,2.0,270.0,48.6,50,28,1
2014년 1월 11일,-1.7,-5.4,2.4,0.0,1.9,290.0,44.1,47,23,1
2014년 1월 12일,-2.4,-7.7,2.5,0.0,3.4,320.0,43.5,36,9,1
2014년 1월 13일,-6.2,-10.5,-1.6,0.0,2.9,290.0,26.0,29,12,0
2014년 1월 14일,-4.3,-8.9,1.1,0.0,2.2,270.0,33.8,40,23,1
2014년 1월 15일,-2.9,-7.6,2.2,0.0,1.7,270.0,42.0,63,35,1
2014년 1월 16일,0.1,-4.0,3.6,0.0,1.9,50.0,59.9,140,78,2
2014년 1월 17일,-0.1,-3.7,3.8,0.0,1.6,270.0,55.9,72,40,1
2014년 1월 18일,-2.2,-4.9,0.8,0.0,3.1,290.0,42.4,63,25,1
